name,industry
PORTI DETAR SHENGJIN SHA,INDUSTRIALS
SUBGROUP INFOSOFT,CONSUMER DISCRETIONARY
ARREDO FAB STUDIO SHPK,INDUSTRIALS
GROUP PRONATYRA TREG shpk,CONSUMER STAPLES
CHICKEN FARM ALBANIA SHPK,CONSUMER STAPLES
BRAKA SHPK,CONSUMER DISCRETIONARY
WOLT ALBANIA SHPK,CONSUMER DISCRETIONARY
REJ SHPK,INDUSTRIALS
LESNA SHPK,MATERIALS
DUPI-FRUT SHPK,CONSUMER STAPLES
BAMI HOLDING SHPK,INDUSTRIALS
GROUP ALBANIA DRINK DISTRIBUTION,CONSUMER STAPLES
ILAR SHPK,MATERIALS
H.L.-GROUP SHPK,CONSUMER DISCRETIONARY
M&M MEDICAL SHPK,HEALTH CARE
ITX ALBANIA SHPK,CONSUMER DISCRETIONARY
COCA-COLA BOTTLING SHQIPERIA SHPK,CONSUMER STAPLES
ALB-STAR SHPK,INDUSTRIALS
ALBAS SHPK,COMMUNICATIONS
DBS GROUP SHPK,CONSUMER DISCRETIONARY
BESNIKU SHPK,CONSUMER STAPLES
RED 1999,INDUSTRIALS
MUMJA SHPK,NOT RELEVANT
KURUM DEMIR SAN VE DIS TIC AS,INDUSTRIALS
LUAN,CONSUMER DISCRETIONARY
INFRAKONSULT SHPK,INDUSTRIALS
GJOKA 87 SHPK,INDUSTRIALS
KUPA SHPK,INDUSTRIALS
PUBLIX SHPK,CONSUMER DISCRETIONARY
AUTO FRANCE LUBRICANTS SHA,CONSUMER DISCRETIONARY
PHARMA ONE SHPK,HEALTH CARE
KELVIS SHPK,INDUSTRIALS
KING MEAT.CO - SHPK,CONSUMER STAPLES
BILLA HOME SHPK,CONSUMER DISCRETIONARY
H ALBANIA RETAIL SHPK,CONSUMER DISCRETIONARY
ULDEDAJ LIS SHPK,INDUSTRIALS
REVER INVESTMENT AND DEV.E THJESHTE,INDUSTRIALS
NEW CENTURY SHPK,CONSUMER STAPLES
ADI SHPK,CONSUMER DISCRETIONARY
OPERATORI SISTEMIT TRANSMETIMIT OST,UTILITIES
Victoria Invest International shpk,INDUSTRIALS
GSM KLIMAIRE SHPK,INDUSTRIALS
BIOMAR SHA,CONSUMER STAPLES
GROUP PAM PLAST ,CONSUMER DISCRETIONARY
SKRAP 2007 SHPK,INDUSTRIALS
VEGA CHARGING SHPK,CONSUMER DISCRETIONARY
CAVALIERE SHPK,CONSUMER STAPLES
TRANSALBANIA SHPK,INDUSTRIALS
MEDIA 66 SHPK,CONSUMER DISCRETIONARY
SINA 98 SHPK,NOT RELEVANT
ORA PETROL SHPK,ENERGY
BLU-IMPERIAL SHPK,CONSUMER STAPLES
EUROPETROL TRANS SHPK,ENERGY
EMANTE PANEL SHPK,INDUSTRIALS
BERDICA CEMENT SHA,INDUSTRIALS
ALBA SHA,ENERGY
ALBAN.INSTITUTE OF INTER. AUDITORS,INDUSTRIALS
ART AND TOURISM DEVELOPMENT GROUP,CONSUMER DISCRETIONARY
IMPULS-95 SHA,CONSUMER DISCRETIONARY
INTERMED SHPK,HEALTH CARE
AL-BASALT SHPK,MATERIALS
SOFRA E ARIUT SHPK,CONSUMER DISCRETIONARY
AUTOVISION SHA,CONSUMER DISCRETIONARY
FRIGO ALBA SHPK,CONSUMER STAPLES
MEKTRIN MOTORS SHPK,CONSUMER DISCRETIONARY
AFA RENT A CAR SHPK,INDUSTRIALS
INTEROPTIK SHPK,INDUSTRIALS
North Star Mining shpk,MATERIALS
ALBAT RECYCLING SHPK,MATERIALS
GROUP GEGA,ENERGY
AMR SHPK,CONSUMER DISCRETIONARY
FEDOS SHPK,HEALTH CARE
GROUP ALBANIAN SMART DISTRIBUT,CONSUMER STAPLES
CRILU SHPK,CONSUMER STAPLES
EUROPA RE LTD-ZYRE PERFAQESIMI,FINANCIALS
ALBANIAN DISTRIBUTION & DEVELOPMENT,CONSUMER STAPLES
UNICO CONSTRUCTION SHPK,REAL ESTATE
KLAR SHPK,REAL ESTATE
ENER TRADE SHPK,UTILITIES
Group Kevin - Gaz,ENERGY
SKY NET LOGISTIC SHPK,INDUSTRIALS
ALBAMER SHPK,MATERIALS
DEA SHIPPING SHPK,FINANCIALS
GEGA CENTER GKG SHPK,CONSUMER DISCRETIONARY
5D KONSTRUKSION SHPK,INDUSTRIALS
ITD SHPK,CONSUMER DISCRETIONARY
HIDRO INVEST SHPK,NOT RELEVANT
EURO STEL SHPK,NOT RELEVANT
RAFAELO RESORT SHPK,CONSUMER DISCRETIONARY
GROUP FABRIKA E PASURIMIT,MATERIALS
KLODI SH.A,ENERGY
MARINA BAY SHPK,CONSUMER DISCRETIONARY
GROUP NARDI PETROL SHA,ENERGY
TIRANA ENTRY BUSINESS CENTER SHPK,CONSUMER DISCRETIONARY
Moreone Shpk,INFORMATION TECHNOLOGY
Alesio-2014 shpk,MATERIALS
PETROLIMPEX SHA,ENERGY
A-E-1,CONSUMER STAPLES
2AT CONSTRUCTION SHPK,INDUSTRIALS
TOBACCO HOLDING GROUP SHPK KOSOVO,CONSUMER STAPLES
EUROCOL-SERVICE SHPK,INDUSTRIALS
ITE ENGINEERING SHPK,INDUSTRIALS
FUSHA SHPK,INDUSTRIALS
NENE TEREZA,NOT RELEVANT
Aren 2003 shpk,MATERIALS
C.A.E. SHPK,INDUSTRIALS
BRISEL,MATERIALS
ORA SHA,COMMUNICATIONS
VANTO HOME SHPK,CONSUMER DISCRETIONARY
HOTEL COLOMBO BERAT SHPK,CONSUMER DISCRETIONARY
BRITISH AMERICAN TOBACCO ALBANIA SH,CONSUMER STAPLES
BEATA SHPK,CONSUMER STAPLES
LANI SHPK,CONSUMER DISCRETIONARY
DODAJ SHPK,INDUSTRIALS
KOSMONTE FOODS TIRANA SHPK,CONSUMER STAPLES
RIGERS KONSTRUKSION  SHPK,INDUSTRIALS
FINTRADE SHPK,INDUSTRIALS
SHPRESA AL COMPUTER SHPK,CONSUMER DISCRETIONARY
EURO BALKANS NEWS SHPK,COMMUNICATIONS
NOVAL SHPK,HEALTH CARE
EUROCHROME SHPK,MATERIALS
GSA SHPK,UTILITIES
GROUP JOTI SHA,ENERGY
KESH KORP.ELEKTROENERGJITIKE SHQIP,UTILITIES
FURNIZUES I SHERBIMIT UNIVERSAL SHA,UTILITIES
SALVUS AL SHPK,HEALTH CARE
B-SERVICE SHPK,CONSUMER DISCRETIONARY
HIDROPOWER ELEKTRIK SHPK,NOT RELEVANT
ASAB SHPK,MATERIALS
APM shpk,INDUSTRIALS
EURO-SPED-TRANS-CHROM SHPK,MATERIALS
EZ-5 ENERGY SHPK,UTILITIES
KALAJA SHA,ENERGY
TOSK ENERGJI SHA,ENERGY
KUINDA SHPK,CONSUMER STAPLES
ALBANIA TRAVEL TOURS SHPK,CONSUMER DISCRETIONARY
ERJONI SHPK,REAL ESTATE
RELIKAJ SHPK,CONSUMER STAPLES
NEPTUN SHPK,CONSUMER DISCRETIONARY
PROFESSIONAL MARKETING ALBANIA SHPK,INDUSTRIALS
GJYZELI-BLB SHA,ENERGY
ASTRIT KASMI PF,CONSUMER STAPLES
LION CONSTRUCTION SHPK,INDUSTRIALS
ENERGJI SHPK,INDUSTRIALS
EUROIL SHA,ENERGY
PETROLTIR SHPK,ENERGY
ORMARS-2000 SHPK,INDUSTRIALS
REA'S SHPK,CONSUMER STAPLES
TACI OIL COLLATERAL MANAGEMENT,NOT RELEVANT
PARTNER BALLKANIK SHPK,CONSUMER STAPLES
ALBTELECOM SHA,COMMUNICATIONS
EBG GROUP SHPK,CONSUMER DISCRETIONARY
SHAGA SHPK,CONSUMER DISCRETIONARY
DOKO SHPK,INDUSTRIALS
BLOJA SHA,CONSUMER STAPLES
SUBGROUP KASTPETROL,ENERGY
GINGER SHPK,CONSUMER DISCRETIONARY
COIPA INTERNATIONAL SH.A,INDUSTRIALS
RECI KOMPLEKS SHPK,ENERGY
DOMPE ALBANIA SHPK,HEALTH CARE
SENKA SHPK,INDUSTRIALS
ETNA POLIMER SHPK,MATERIALS
SILVANA KULLA PF,CONSUMER DISCRETIONARY
FONTE-FONTANA SHPK,CONSUMER STAPLES
DISTRIBRANDS SHPK,INDUSTRIALS
EURO INVESTMENT GROUP SHPK,CONSUMER STAPLES
GENTLI ALBANIA SHPK,CONSUMER DISCRETIONARY
JUNIK SHPK,CONSUMER DISCRETIONARY
CABLE GROUP,CONSUMER DISCRETIONARY
ALBANIAN SHOES CORPORATION SHPK,CONSUMER DISCRETIONARY
ENERAL SHPK,ENERGY
SUPERBETON SHPK,INDUSTRIALS
PRINCE ADRIATIC RESORT SHPK,CONSUMER DISCRETIONARY
KLUBI FUTBOLLIT LUSHNJA 1930 SHA,COMMUNICATIONS
VILOIL SHA,ENERGY
ROYAL TRADE COMPANY SHA,ENERGY
BAYER D.O.O ZYRE PERFAQESIMI TIRANE,HEALTH CARE
A V INTERNATIONAL GROUP SHA,INDUSTRIALS
UNIVERS PROMOTIONS SHPK,COMMUNICATIONS
BENA-GAS SHA,ENERGY
ILLYRIA MINERALS INDUSTRY SHA (IMI),MATERIALS
FORSCHNER ALBANIA SHPK,INDUSTRIALS
HODAJ SHPK,CONSUMER STAPLES
BERLIN CHEMIE AG-ZYRE PERFAQESIMI,INDUSTRIALS
RBAL FOR YILDIRIM ALB,INDUSTRIALS
SCUTARI CONSTRUKSION SHPK,MATERIALS
FATOS MYFTARAJ PF,CONSUMER DISCRETIONARY
AYEN AS ENERGJI SHA,UTILITIES
THERMO + SWISS SH.A,INDUSTRIALS
BRIANZA DENT SHPK,HEALTH CARE
DEVI 20-GRUP SHPK,CONSUMER STAPLES
ALBAN TIRANA CO,INDUSTRIALS
JOENA SHPK,CONSUMER DISCRETIONARY
ROMANO PORT SHA,INDUSTRIALS
ALPHA FRUIT SHPK,CONSUMER STAPLES
UNITED CAPITAL VENTURES SHPK,CONSUMER DISCRETIONARY
MAX OPTIKA SHPK,CONSUMER DISCRETIONARY
NEW DEVELOPMENT SHPK,CONSUMER DISCRETIONARY
DEGERT AUTO SHA,CONSUMER DISCRETIONARY
Subgroup TIA,INDUSTRIALS
SULKAJ SHPK,NOT RELEVANT
MK HOTELS SHPK,CONSUMER DISCRETIONARY
SICPA SECURITY SOLUTIONS ALBANIA,INDUSTRIALS
B ALBANIA SHPK,CONSUMER DISCRETIONARY
A.N.K SHPK,INDUSTRIALS
C.A.A. SHPK,CONSUMER DISCRETIONARY
STARLINK ALBANIA SHPK,COMMUNICATIONS
ALBA EXOTIC FRUIT SHPK,CONSUMER STAPLES
GEAROL SHPK,CONSUMER DISCRETIONARY
SHOQATA PERDORIMIT UJIT OPAL UDENIS,NOT RELEVANT
MEROLLI OIL SHPK,CONSUMER DISCRETIONARY
AUTO MITA SHPK,CONSUMER DISCRETIONARY
TIRANA AIRPORT PARTNER LTD,NOT RELEVANT
ADA PETROL,ENERGY
FEDERATA SHQIPTARE E SKIVE,COMMUNICATIONS
EDIL AL IT SHPK,INDUSTRIALS
EGOIL SHPK,CONSUMER DISCRETIONARY
FRIGO FOOD SHPK,CONSUMER STAPLES
MILIS BRICK SHA,MATERIALS
GROUP VEGA SOLAR,INDUSTRIALS
GFI ALBANIA SHPK,CONSUMER DISCRETIONARY
EUROMOBILJE SHPK,CONSUMER DISCRETIONARY
FESNA SHPK,CONSUMER DISCRETIONARY
ENERGY MARKET ALBANIA SHPK,UTILITIES
FONDACIONI ZOJA E KESHILLIT TE MIRE,CONSUMER DISCRETIONARY
Energji Ashta Sh.p.k,UTILITIES
PRASLIN INVESTMENT SHPK,INDUSTRIALS
ALB-ADRIATICO 2013 SHPK,CONSUMER STAPLES
AMERICAN MILLENNIUM INVESTORS SHPK,INDUSTRIALS
E-2021 SHPK,REAL ESTATE
RBAL per Kurum International sha,MATERIALS
RAFAELO 2002 SHA,INDUSTRIALS
OLSI SHPK,CONSUMER DISCRETIONARY
SOLAR PARK GJORICE SHPK,UTILITIES
LIQENI VII SHPK,INDUSTRIALS
ABO-JA SHPK,NOT RELEVANT
UKRO METAL SHA,MATERIALS
INC S.P.A DEGE E SHOQERISE SE HUAJ,INDUSTRIALS
DIPLOMAT H.Y. SHPK,CONSUMER DISCRETIONARY
FRIGO BEAIR TECHNOLOGY SHPK,CONSUMER DISCRETIONARY
GROUP ADI GAZ 2014 ,CONSUMER DISCRETIONARY
BLUMARE KOMPANI SHPK,INDUSTRIALS
ABCOM SHPK,COMMUNICATIONS
ENERGIA B,COMMUNICATIONS
QENDRA RUAJTJES DHE MBROJTJES SE M,NOT RELEVANT
SHANSI INVEST SHPK,INDUSTRIALS
VERTIGO SHPK,CONSUMER STAPLES
A-KLAS-BETON ASFALT SHPK,MATERIALS
ABISSNET SH.A,INFORMATION TECHNOLOGY
ALBA BETON SHPK,MATERIALS
K & G TRADE COMPANY SHPK,INDUSTRIALS
SIDNEJ SHPK,CONSUMER STAPLES
FASHION GROUP ALBANIA SHPK,CONSUMER DISCRETIONARY
BALKAN TRANS ALBANIA SHPK,INDUSTRIALS
FPMTUTTOMOBILI SHPK,CONSUMER DISCRETIONARY
BYROJA SHQIPTARE E SIGURIMIT,NOT RELEVANT
SOFISH SHPK,CONSUMER STAPLES
LEXALKO SHA,CONSUMER DISCRETIONARY
GROUP OSHEE,UTILITIES
A.T.M SHPK,NOT RELEVANT
BDO ALBANIA SHPK,FINANCIALS
AED SOLAR SHPK,UTILITIES
SOFT & SOLUTION SHPK,INFORMATION TECHNOLOGY
NARDI PETROL SHA,ENERGY
KUKES INTERNATIONAL AIRPORT SHPK,INDUSTRIALS
PEGASUS SHPK,HEALTH CARE
ANER SHPK,CONSUMER DISCRETIONARY
G.P.G COMPANY SHPK,INDUSTRIALS
GOMA SHPK,CONSUMER DISCRETIONARY
FUNDWAY.L.L.C,FINANCIALS
BLETA SHPK,COMMUNICATIONS
INTER-TRADE SHPK,ENERGY
CFO PHARMA SHPK,HEALTH CARE
PELIKAN SHPK,INDUSTRIALS
HEC LANABREGAS SHA,UTILITIES
4A-M SHPK,INDUSTRIALS
EXCLUSIVE GROUP SHPK,CONSUMER DISCRETIONARY
TEOREN SHPK,INDUSTRIALS
BUJARI TRADING SHPK,CONSUMER DISCRETIONARY
I.A.M SHPK,CONSUMER STAPLES
ROZAFAT SH SHPK,CONSUMER DISCRETIONARY
R&Z INNOVATIONS SHPK,INDUSTRIALS
FLORYHEN SHPK,CONSUMER STAPLES
FREDI-A SHPK,INDUSTRIALS
ITE ENERGY SHPK,INDUSTRIALS
G.J.GROUP SHPK,INDUSTRIALS
BABASI COO SHPK,INDUSTRIALS
MC-DONALD`S SHPK,CONSUMER STAPLES
UJESJELLES KANALIZIME BULQIZE SHA,UTILITIES
ALBCHROME HOLDING SHPK,MATERIALS
MATRIX KONSTRUKSION SHPK,INDUSTRIALS
NOVATEX G.B.COMPANY SHPK,CONSUMER DISCRETIONARY
GAZYKA SHPK,CONSUMER DISCRETIONARY
BUILDING CONSTRUCTION INVEST SHPK,REAL ESTATE
RAJET SHPK,CONSUMER DISCRETIONARY
KRISTAL COMMUNICATION SHPK,INDUSTRIALS
ALBANIAN STEVEDORING COMPANY SHPK,INDUSTRIALS
E BEL HOTEL SHPK,CONSUMER DISCRETIONARY
CILOTAJ GROUP LTD,MATERIALS
SCAN COLOR ALBANIA SHPK,MATERIALS
BALFIN CONSTRUCTION SHPK,INDUSTRIALS
MEDFAU SHPK,CONSUMER DISCRETIONARY
GROUP ALB-STAR,INDUSTRIALS
Group ARMAAR GROUP,INDUSTRIALS
VILA PARK ALB SHPK,INDUSTRIALS
Best.Brands shpk,CONSUMER DISCRETIONARY
TIRANA BUSINESS PARK SHPK,REAL ESTATE
ERZENI/SH SHPK,INDUSTRIALS
GROUP FPM TUTTOMOBILI,CONSUMER DISCRETIONARY
T.BALKANS SHA,INFORMATION TECHNOLOGY
TOBACCO HOLDING GROUP SHPK,CONSUMER STAPLES
KRONES REPRESENTANZ ALBANIEN AS,INDUSTRIALS
HAKO SHPK,CONSUMER STAPLES
TURGUT OZAL EDUCATION SHA,CONSUMER DISCRETIONARY
EURO MARKET POGRADECI SHPK,CONSUMER STAPLES
EURO MARKET FREAL SHPK,CONSUMER STAPLES
ALB-LAB SHPK,INDUSTRIALS
GROUP KERRI,INDUSTRIALS
Group Novatex G.B.Company,CONSUMER DISCRETIONARY
BELLE AIR SHPK,INDUSTRIALS
TENUIS LABORATORIES SHPK,HEALTH CARE
ANTEA CEMENT SHA,MATERIALS
PRINTEC ALBANIA (CYPRUS) LIMITED,INFORMATION TECHNOLOGY
MSSC GROUP SHPK,CONSUMER DISCRETIONARY
AK-CON SHPK,INDUSTRIALS
INFOSOFT OFFICE SHPK,CONSUMER DISCRETIONARY
KADRIA SHPK,INDUSTRIALS
ANMETAL SHPK,INDUSTRIALS
LIKA COMPANY SHPK,INDUSTRIALS
PROGONATI SHPK,CONSUMER STAPLES
EUROGAZ INTERNACIONAL SH.A,ENERGY
SUBGROUP INTER MEDIA GROUP SHPK,COMMUNICATIONS
CLASSIC RENT A CAR SHPK,INDUSTRIALS
ALBANIAN SMART DISTRIBUTION SHPK,CONSUMER STAPLES
WORLD FOAM SHPK,CONSUMER DISCRETIONARY
G.S.K SHPK,UTILITIES
BERALB SHA,MATERIALS
CITYPARK SHPK,FINANCIALS
GSA FERROKROM SHPK,MATERIALS
GJIKURIA,INDUSTRIALS
ALBA ELETTRICA SHPK,CONSUMER DISCRETIONARY
DEFACTO RETAIL SHPK,CONSUMER DISCRETIONARY
FLLADI SHPK,CONSUMER DISCRETIONARY
TOP ALBANIA SH.A,CONSUMER DISCRETIONARY
SOIN SHPK,HEALTH CARE
DEVOLL HYDROPOWER SHA,UTILITIES
VEKO SHPK,CONSUMER DISCRETIONARY
BUJARI-OIL SHPK,CONSUMER DISCRETIONARY
ARTUR QENDRO PF,CONSUMER DISCRETIONARY
GROUP MET ALB,MATERIALS
NDREKAJ SHPK,INDUSTRIALS
ESW SHPK,CONSUMER STAPLES
EFT ALBANIA SHPK,UTILITIES
BILLA & CO SHPK,INDUSTRIALS
VEIZI CASH & CARRY SHPK,CONSUMER STAPLES
PAYLINK SHA,FINANCIALS
INTERNATIONAL HOSPITAL SHA,HEALTH CARE
ARISA LEKGJONAJ-PF,CONSUMER DISCRETIONARY
KING MIT SHPK,CONSUMER STAPLES
VEGA GROUP SHPK,INDUSTRIALS
LOBBY HOME SHPK,CONSUMER DISCRETIONARY
EUROELEKTRA SHPK,INDUSTRIALS
ARFA SHPK,CONSUMER DISCRETIONARY
BERDICA SHPK,MATERIALS
BALKAN BASALT SHPK,MATERIALS
ERA 2000 SHPK,CONSUMER DISCRETIONARY
INDUSTRIA FORAGJERE VEAF SHA,CONSUMER STAPLES
ALFAGAS SH.A,ENERGY
ITALY AGROFOOD SHPK,CONSUMER STAPLES
GECI SHPK,INDUSTRIALS
GREEN COAST SHPK,REAL ESTATE
COSMOS TOURS SHPK,CONSUMER DISCRETIONARY
AGRO ALBANIA GROUP SHPK,REAL ESTATE
GIRON SHPK,INDUSTRIALS
FABRIKA E PASURIMIT TE KROMIT SHPK,MATERIALS
ALBEL SA SHPK,MATERIALS
BURSA SHQIPTARE E ENERGJ ELEKT SHA,UTILITIES
A.E DISTRIBUTION SHPK,CONSUMER DISCRETIONARY
PC STORE SHPK,INFORMATION TECHNOLOGY
SAN NIKOLLA SHPK,INDUSTRIALS
MOTRAT FRANCESKANE TE ZONJES SE PAP,NOT RELEVANT
DELIA GROUP SHPK,INDUSTRIALS
BRUNO SHPK,INDUSTRIALS
VEVE GROUP SHPK,INDUSTRIALS
LUFI SH.A,CONSUMER DISCRETIONARY
PLANET SHPK,CONSUMER STAPLES
FARMED ANTIBIOTICS SHPK,CONSUMER STAPLES
TAO TAO SHPK,CONSUMER DISCRETIONARY
EUROPETROL GROUP SHA,INDUSTRIALS
ROZAFA SHPK,CONSUMER STAPLES
AFT  SHA,INDUSTRIALS
GROUP SI MAC ALBANIA SHPK,INDUSTRIALS
2 T SHPK,INDUSTRIALS
ATHS SHPK,CONSUMER DISCRETIONARY
YILDIRIM ALBANIA MINING INVEST,INDUSTRIALS
G.KAM SHPK,REAL ESTATE
VF SERVICES(ALBANIA) LIMITED SHPK,INDUSTRIALS
END SHOES SHPK,CONSUMER DISCRETIONARY
PHILIP MORRIS ALBANIA SHPK,CONSUMER STAPLES
ALBAVIA SH.P.K,INDUSTRIALS
Group ARFA,CONSUMER DISCRETIONARY
LE SPOT GROUP SHA,COMMUNICATIONS
SWISSMED SHPK,HEALTH CARE
PORTOBELLO SHPK,CONSUMER DISCRETIONARY
BALI FRUIT SHPK,CONSUMER STAPLES
RA KROM-TIRANA SHPK,MATERIALS
GURTEN SHPK,NOT RELEVANT
GROUP MEDIA6(TV KLAN),CONSUMER DISCRETIONARY
EDICOM SHPK,REAL ESTATE
SKENDERI G SHPK,CONSUMER DISCRETIONARY
ENXHI BALLA SHPK,CONSUMER STAPLES
DHOMA E TREGTISE DHE INDUSTRISE,NOT RELEVANT
GRUPPO MINERARIO ALBANESE SHPK,MATERIALS
VIBTIS SHPK,INDUSTRIALS
IN Events SHPK,CONSUMER DISCRETIONARY
DMAX EXPERT SHPK,CONSUMER STAPLES
ARIS SHPK GJIROKASTER,CONSUMER STAPLES
RIVIERA SHPK,NOT RELEVANT
DELOITTE ALBANIA SHPK,INDUSTRIALS
MARI SHPK,CONSUMER DISCRETIONARY
B.M SHPK,CONSUMER STAPLES
KEY TOURS INTERNATIONAL SHPK,CONSUMER DISCRETIONARY
EUROASFALT SHPK,MATERIALS
BINBIN ALBANIA MOBILITY SHPK,CONSUMER DISCRETIONARY
UNION GRUP SHA,FINANCIALS
EVEREST AUTOMOTIVE SHPK,CONSUMER DISCRETIONARY
HALL OF BRANDS SHPK,CONSUMER DISCRETIONARY
TRANSLOG ALBANIA SHPK,INDUSTRIALS
GREEN LINE SHPK,INDUSTRIALS
COLOSSEO CONSTRUCTION SHPK,INDUSTRIALS
PANORAMA GROUP SHA,CONSUMER DISCRETIONARY
KASTPETROL SH.A,ENERGY
ATLAS SHA,CONSUMER STAPLES
DIAVITA SHPK,HEALTH CARE
GROUP UJESJELLES KANALIZIME TR,UTILITIES
PAM PLAST SHPK,CONSUMER DISCRETIONARY
EMANTE SHPK,INDUSTRIALS
ANA 2011 SHPK,CONSUMER STAPLES
PORTO ROMANO OIL SHA,ENERGY
VINIPHARMA SHPK,CONSUMER DISCRETIONARY
S.A-SARA SHPK,CONSUMER STAPLES
GROUP EUROPETROL DURRES ALBANIA,INDUSTRIALS
MAT & NAT SHPK,INDUSTRIALS
MULTIVAC ALBANIA SHPK,INDUSTRIALS
ADI GAZ 2020 SHA,ENERGY
CONAD ALBANIA SHPK,CONSUMER STAPLES
CMB ALBANIA,CONSUMER STAPLES
SHPRESA AL SHPK,ENERGY
Group Anchor investments,MATERIALS
HROMODHOMIA ALBANIA SHPK,MATERIALS
ECO RICIKLIM SHPK,INDUSTRIALS
K.D.K  COMPANY SHPK,INDUSTRIALS
ALUMIL-ALBANIA SHPK,MATERIALS
BANKERS PETROLEUM ALBANIA LTD,ENERGY
UFO SHPK,CONSUMER DISCRETIONARY
ENEDA SHPK,CONSUMER DISCRETIONARY
A.I.B.A. KOMPANI SHA,CONSUMER STAPLES
LUFTHANSA INDUSTRY SOLUTIONS SHPK,INFORMATION TECHNOLOGY
HALLIBURTON B.V ALBANIAN BRANCH-DEG,ENERGY
BIRRA KORCA SHPK,CONSUMER STAPLES
ALB SPUGNA SHPK,CONSUMER DISCRETIONARY
GROUP GLOBAL TRAVEL SHPK,CONSUMER DISCRETIONARY
EURO TANK SHA,ENERGY
CORAL TRAVEL & TOURS SHPK,CONSUMER DISCRETIONARY
LAYO SHPK,HEALTH CARE
TEA CONSTRUCTION & PETROL SHA,ENERGY
RENOVA SHPK,MATERIALS
PRIMA SHPK,CONSUMER STAPLES
TETRA SHPK,INFORMATION TECHNOLOGY
DIGIT-ALB SHA,COMMUNICATIONS
ALBDRILLING SHA,ENERGY
MONDI TRANS SHPK,INDUSTRIALS
EUROPETROL EXPORT SHA,INDUSTRIALS
SHERWOOD INTERNATIONAL PETROLEUM,ENERGY
QENDRA TREGTARE UNIVERS SHPK,REAL ESTATE
BWB SHPK,COMMUNICATIONS
FASTECH SHPK,INFORMATION TECHNOLOGY
FOOD WAY SHPK,CONSUMER STAPLES
FLOROS SHPK,INDUSTRIALS
SHOQATA E ORTODONTEVE SHQIPTARE,HEALTH CARE
SONNE SHPK,UTILITIES
VICTORIA INVEST SHPK,INDUSTRIALS
EURON SHPK,INDUSTRIALS
AQUILA GROUP SHPK,CONSUMER STAPLES
Kraft Shpk,INDUSTRIALS
JONA TRAVEL & TOURS SHPK,CONSUMER DISCRETIONARY
DIAMBE SHPK,CONSUMER STAPLES
INTER GAZ SH A,ENERGY
PLUS MEDIA SHPK,CONSUMER DISCRETIONARY
FRESKU SHPK,CONSUMER DISCRETIONARY
BREGU ENERGY SHPK,CONSUMER DISCRETIONARY
UNLIMITED FASHION SHPK,CONSUMER DISCRETIONARY
DIAL-ALB SHPK,CONSUMER DISCRETIONARY
SUBGROUP AGNA,CONSUMER STAPLES
INTERBRANDS SHPK,CONSUMER STAPLES
ELITE TRAVEL GROUP SHPK,CONSUMER DISCRETIONARY
SCANDINAVIAN LIVING SHPK,CONSUMER DISCRETIONARY
INTERTULL SHPK KAP FILLESTAR,NOT RELEVANT
WORLD TRADE ALBANIA 2006 SHPK,CONSUMER STAPLES
J&P PRO SHPK,CONSUMER DISCRETIONARY
SAFE SECURITY ALBANI,REAL ESTATE
SHALA-TRANS SHPK,INDUSTRIALS
REMAL SHPK,CONSUMER DISCRETIONARY
INFO-TELECOM SHPK,COMMUNICATIONS
NOVA CONSTRUCTION GROUP SHPK,INDUSTRIALS
GROUP DEAPRINT SHPK,COMMUNICATIONS
SOS FSHATRAT E FEMIJEVE SHQIPERI,INDUSTRIALS
group emante,INDUSTRIALS
AMANTIA 2002 SHPK,CONSUMER STAPLES
EURO TRADE MINERALS GROUP SHPK,INDUSTRIALS
KOKA & ERGI ENERGY PESHK SHPK,UTILITIES
LC WAIKIKI RETAIL AL SHPK,CONSUMER DISCRETIONARY
ALBANIAN SATELLITE COMMUNICATIONS,COMMUNICATIONS
I.XH.E.M SHPK,MATERIALS
ELTUB SHPK,MATERIALS
GROUP AGNA,CONSUMER STAPLES
ERDA SHPK,CONSUMER STAPLES
ORA NEWS SHPK,COMMUNICATIONS
NOREAL SHPK,INFORMATION TECHNOLOGY
ALB GOLEM SHPK,NOT RELEVANT
ARB & TRANS-2010 SHPK,INDUSTRIALS
TAR-TENDA SHPK,MATERIALS
GRUPPO KONI SHPK,INDUSTRIALS
S.AG SHPK,INDUSTRIALS
ZHAN 92 SHPK,CONSUMER STAPLES
3 P LIFE LOGISTIC SHPK,HEALTH CARE
A&M SHPK,CONSUMER STAPLES
MULLIRI I VJETER SHPK,CONSUMER DISCRETIONARY
KIRCHBERGER-ALBANIA SHPK,INDUSTRIALS
GROUP SHALA TRANS SHPK,INDUSTRIALS
GLOBAL RESOURCE TRADING SHPK,CONSUMER DISCRETIONARY
DEVELALB CONSTRUCTION SHPK,INDUSTRIALS
AGB 3 SHPK,INDUSTRIALS
CCS SHPK,CONSUMER DISCRETIONARY
Group Besniku,CONSUMER STAPLES
T 2IS FA SHPK,INDUSTRIALS
TACI OIL INTERNATIONAL TRADIND SUP,ENERGY
LIU JOTI 2012 SHA,ENERGY
BRADEA SHPK,CONSUMER DISCRETIONARY
SIBORO SHPK,REAL ESTATE
DEIVIS SHPK,CONSUMER STAPLES
ALBANIA MOTOR COMPANY SHPK,CONSUMER DISCRETIONARY
DEUTSCHCOLOR SHA,MATERIALS
ANI SHPK,MATERIALS
